Attack_ID,Company_Name,Industry,Country,Attack_Date,Ransomware_Group,Attack_Vector,Ransom_Amount_USD,Payment_Status,Data_Exfiltration,Downtime_Days,Records_Affected,Estimated_Total_Loss_USD,Severity_Score
RA-102207,Mcclure Inc,Hospitality,United Kingdom,2024-08-25,LockBit,Drive-by Download,369474,Paid,No,28,3105848,2110718,7.68
RA-102208,Young-Reed,Hospitality,Brazil,2022-05-22,Ryuk,Phishing Email,634651,Unknown,Yes,40,1069107,1624207,7.7
RA-102209,Mcdaniel-Romero,Transportation,Germany,2022-12-23,Hive,Drive-by Download,4982974,Negotiated,No,27,4861763,6782324,13.89
RA-102210,Sullivan PLC,Education,India,2024-09-15,Ryuk,Malicious Attachment,4178152,Unknown,No,12,139655,5690112,6.12
RA-102211,Jenkins LLC,Finance,United Kingdom,2025-04-14,Maze,Zero-Day Exploit,1437899,Not Paid,No,40,2968844,2653229,10.41
RA-102212,"Tanner, Gonzales and Calhoun",Education,Australia,2024-06-17,Maze,RDP Exploit,4259951,Negotiated,No,38,4743894,6138742,14.7
RA-102213,Thomas-Berger,Retail,United Kingdom,2024-07-10,Akira,Credential Theft,80769,Paid,No,49,3727474,1638832,11.16
RA-102214,Johnson LLC,Hospitality,Canada,2022-07-04,BlackCat,Zero-Day Exploit,3991094,Unknown,No,10,3456254,4888297,8.95
RA-102215,Lee-Miller,Hospitality,Brazil,2021-02-14,REvil,Drive-by Download,4723054,Unknown,No,1,4641062,6372705,9.51
RA-102216,Sanchez and Sons,Technology,Canada,2024-02-20,BlackCat,Credential Theft,2957314,Not Paid,No,44,4789815,3563380,14.35
RA-102217,"York, Griffin and Lynn",Energy,France,2021-08-19,Maze,RDP Exploit,3452327,Unknown,Yes,30,2034604,4068352,9.99
RA-102218,Kennedy Group,Healthcare,Canada,2023-02-19,REvil,Malicious Attachment,2462587,Paid,Yes,50,4901394,3591845,14.86
RA-102219,Scott-Kelly,Healthcare,Australia,2024-09-19,Clop,Phishing Email,4323200,Paid,Yes,52,3309393,6169966,15.43
RA-102220,Phelps Group,Technology,Canada,2023-03-28,Hive,Credential Theft,1175554,Paid,Yes,30,327964,2017510,6.0
RA-102221,Lee-Russell,Retail,Australia,2025-09-17,Hive,Phishing Email,4571457,Not Paid,Yes,12,2269718,5702681,8.64
RA-102222,Murphy and Sons,Healthcare,Australia,2024-02-14,DarkSide,Malicious Attachment,4531693,Not Paid,No,37,4660345,4940055,14.74
RA-102223,Hall LLC,Government,United States,2022-06-21,Clop,Zero-Day Exploit,894077,Negotiated,Yes,36,2916256,1776479,9.21
RA-102224,Johnson Group,Manufacturing,India,2021-04-07,Ryuk,Phishing Email,10300,Negotiated,Yes,14,385340,1445644,2.5
RA-102225,Johnson-Jackson,Transportation,Canada,2021-02-05,Akira,RDP Exploit,3003393,Unknown,No,25,2456148,3217008,9.21
RA-102226,Reynolds Group,Energy,United States,2023-06-04,BlackCat,Credential Theft,3770021,Unknown,Yes,37,434515,4834162,9.75
RA-102227,Barber-Adams,Government,India,2023-04-29,Maze,Drive-by Download,297925,Paid,Yes,2,948000,1631276,1.55
RA-102228,"White, Mills and Jackson",Retail,United Kingdom,2022-04-18,Akira,Credential Theft,2281528,Paid,No,59,2479994,2926998,13.61
RA-102229,"Johnston, Rose and Huang",Transportation,India,2023-09-19,Maze,RDP Exploit,2305649,Negotiated,Yes,43,2876923,3200520,11.63
RA-102230,King and Sons,Manufacturing,Australia,2023-02-13,Akira,Credential Theft,1194197,Unknown,No,51,1057450,1449205,9.9
RA-102231,Foley-Mercado,Education,United Kingdom,2021-10-08,Clop,Phishing Email,2650988,Paid,No,60,3569202,4271849,15.22
RA-102232,Clark and Sons,Healthcare,Canada,2022-04-29,DarkSide,Malicious Attachment,1812366,Unknown,No,60,2473860,2744225,13.29
RA-102233,Potter-Willis,Hospitality,Germany,2022-09-14,Akira,Zero-Day Exploit,4544779,Negotiated,Yes,19,2732104,5335685,10.13
RA-102234,"Meadows, Bell and Sims",Healthcare,Brazil,2021-07-17,BlackCat,RDP Exploit,1949145,Negotiated,No,35,1889417,2614588,9.09
RA-102235,"Lowery, Simmons and Gonzalez",Hospitality,United States,2025-02-01,LockBit,Drive-by Download,2921703,Not Paid,No,14,852612,3280300,5.87
RA-102236,"Gutierrez, Ward and Walker",Energy,Germany,2021-09-19,Clop,Drive-by Download,1555507,Unknown,No,6,570436,3514381,3.03
RA-102237,Pratt and Sons,Transportation,Germany,2021-11-18,Akira,Malicious Attachment,3575180,Negotiated,No,50,2270895,4709403,13.35
RA-102238,"Gordon, Harper and Holmes",Retail,United Kingdom,2024-02-09,Maze,RDP Exploit,2728982,Negotiated,Yes,11,1517973,3964674,5.9
RA-102239,"Mosley, Hurst and Davis",Manufacturing,Japan,2023-04-12,BlackCat,Zero-Day Exploit,975194,Paid,Yes,33,2748977,2011233,8.67
RA-102240,Maxwell Ltd,Retail,Japan,2022-11-20,BlackCat,Malicious Attachment,443098,Unknown,No,34,395737,1214936,5.94
RA-102241,Simpson Group,Manufacturing,Germany,2022-09-22,Maze,RDP Exploit,2263590,Negotiated,No,31,1932173,3877252,8.85
RA-102242,Brooks LLC,Energy,South Africa,2025-11-25,Maze,Credential Theft,4441939,Negotiated,No,47,2481421,4687103,13.97
RA-102243,Romero-Knight,Manufacturing,Germany,2022-02-13,DarkSide,Credential Theft,2185681,Paid,Yes,19,1704451,2272535,6.74
RA-102244,Tran and Sons,Finance,South Africa,2022-02-04,Conti,RDP Exploit,1051996,Not Paid,No,34,1826914,1945495,7.98
RA-102245,"Evans, Robinson and Garcia",Education,France,2021-03-18,BlackCat,Malicious Attachment,4308186,Not Paid,No,31,4244967,5440053,13.2
RA-102246,Young-Wilson,Transportation,India,2024-01-18,Clop,Malicious Attachment,3991416,Paid,No,13,80988,4599609,6.02
RA-102247,"Meyer, Oneal and Gray",Manufacturing,Germany,2022-01-07,Maze,Drive-by Download,1030315,Not Paid,No,29,2564745,1897198,7.95
RA-102248,Howard-Williams,Hospitality,South Africa,2025-07-22,Maze,Zero-Day Exploit,4298775,Unknown,Yes,4,851771,5382273,5.75
RA-102249,"Brown, Watts and Brown",Finance,Brazil,2022-08-23,DarkSide,Drive-by Download,2347236,Unknown,Yes,56,3200487,3398606,13.95
RA-102250,Long Inc,Government,Germany,2024-04-28,Ryuk,RDP Exploit,3339391,Negotiated,No,38,547913,4000329,9.59
RA-102251,"Coleman, Rogers and Heath",Hospitality,Japan,2024-07-12,Akira,Credential Theft,3612198,Paid,Yes,17,2864432,3732630,9.03
RA-102252,"Smith, Bell and Hudson",Manufacturing,Brazil,2021-08-18,Conti,Credential Theft,409534,Paid,Yes,35,4996165,1581573,10.66
RA-102253,"Ross, Jackson and Hernandez",Finance,France,2025-09-02,Akira,Zero-Day Exploit,2860319,Negotiated,No,11,798692,4347283,5.31
RA-102254,Jensen Ltd,Transportation,France,2021-12-15,REvil,Credential Theft,2478037,Unknown,No,25,2323202,4031797,8.55
RA-102255,Chapman-Brown,Energy,Australia,2023-06-17,Akira,Malicious Attachment,1436906,Not Paid,Yes,36,3111730,3174718,9.95
RA-102256,"Sexton, Jackson and Lane",Finance,Brazil,2025-09-22,Akira,Zero-Day Exploit,4973872,Paid,Yes,4,1502920,5284727,7.08
RA-102257,"Sawyer, Wilson and Roberts",Hospitality,Brazil,2022-09-05,BlackCat,Zero-Day Exploit,4441032,Paid,No,35,1573227,5791736,11.26
RA-102258,Hughes-Carrillo,Retail,Australia,2025-03-18,BlackCat,Malicious Attachment,4875421,Not Paid,No,34,2510380,6806211,12.49
RA-102259,Moore-Chaney,Finance,South Africa,2023-10-14,Clop,Drive-by Download,1346136,Not Paid,Yes,34,3281879,2453722,9.73
RA-102260,Abbott and Sons,Technology,France,2022-03-06,BlackCat,Phishing Email,4435553,Not Paid,No,33,2866646,6022580,12.25
RA-102261,Clark-Wilson,Manufacturing,Japan,2025-09-05,LockBit,Phishing Email,4524535,Not Paid,Yes,6,2307824,6516888,7.73
RA-102262,James LLC,Manufacturing,United Kingdom,2023-07-01,Hive,Zero-Day Exploit,3930955,Unknown,Yes,37,394314,4717753,9.88
RA-102263,Oneal-Stevenson,Transportation,France,2022-03-29,LockBit,Drive-by Download,3139561,Unknown,Yes,6,2626413,4710919,6.67
RA-102264,"Odom, Morris and Stewart",Technology,United States,2025-04-24,BlackCat,Phishing Email,2676074,Not Paid,Yes,13,1061565,4098158,5.69
RA-102265,Miller Ltd,Hospitality,Brazil,2021-01-22,REvil,RDP Exploit,2090573,Negotiated,No,55,4468193,2364080,14.81
RA-102266,Dunn Ltd,Hospitality,United States,2021-09-06,Hive,Malicious Attachment,2046361,Paid,Yes,47,3578612,2144991,12.67
RA-102267,"Bryant, Brennan and Silva",Education,Canada,2021-03-29,Conti,Drive-by Download,2382390,Unknown,Yes,21,511776,4236456,6.04
RA-102268,Lewis Inc,Transportation,Brazil,2023-04-01,Conti,Zero-Day Exploit,589508,Unknown,Yes,58,2879498,2555450,12.17
RA-102269,Roberts-Becker,Manufacturing,France,2026-02-17,Akira,Zero-Day Exploit,3694903,Not Paid,Yes,6,1820704,5152372,6.42
RA-102270,Mcgee Group,Healthcare,Australia,2022-12-25,Hive,Malicious Attachment,2034996,Unknown,Yes,52,506383,3522050,10.34
RA-102271,"Allen, Walls and Garner",Manufacturing,India,2023-01-22,Ryuk,RDP Exploit,2453624,Unknown,Yes,29,2066300,2643870,8.87
RA-102272,Hart-Bradley,Technology,Canada,2023-01-02,Conti,Zero-Day Exploit,2913475,Paid,Yes,51,970579,3135836,11.53
RA-102273,"Sosa, Garrett and Medina",Energy,United Kingdom,2025-09-13,DarkSide,Phishing Email,4266900,Not Paid,No,59,2013233,5265784,15.13
RA-102274,Hamilton-Mendoza,Government,Canada,2025-04-18,Clop,Credential Theft,3177658,Paid,No,27,39408,3907223,7.27
RA-102275,Spencer-Gibbs,Technology,South Africa,2025-07-12,LockBit,Phishing Email,2143150,Unknown,No,17,576296,3866523,5.27
RA-102276,Holder PLC,Retail,India,2024-07-23,REvil,Phishing Email,1722464,Negotiated,Yes,22,4491471,3561584,9.51
RA-102277,"Dennis, Reynolds and Lester",Healthcare,United Kingdom,2021-03-18,DarkSide,RDP Exploit,1589686,Paid,No,43,4699536,2746540,12.74
RA-102278,Simpson-Jones,Education,France,2021-10-20,BlackCat,Malicious Attachment,4086950,Negotiated,No,27,1749381,4982410,9.89
RA-102279,"Thompson, Sawyer and Burns",Hospitality,Australia,2023-07-18,Conti,Phishing Email,978575,Unknown,Yes,34,4857201,1470745,10.94
RA-102280,Velasquez Inc,Hospitality,United States,2023-05-07,Akira,RDP Exploit,4159853,Not Paid,No,26,2182209,5627735,10.24
RA-102281,Phillips and Sons,Manufacturing,Australia,2024-06-10,BlackCat,Drive-by Download,4276038,Not Paid,No,30,2261856,6113011,11.04
RA-102282,Mcclure-Harper,Energy,Canada,2024-01-07,Conti,Phishing Email,3810697,Unknown,Yes,9,4118570,4079246,9.28
RA-102283,"Perez, James and Williams",Retail,United States,2025-06-04,Conti,Malicious Attachment,891326,Not Paid,Yes,49,3219206,2661137,11.46
RA-102284,Rubio-Green,Energy,Australia,2023-11-05,Hive,RDP Exploit,4144087,Not Paid,Yes,14,4600217,5139524,10.84
RA-102285,Meyer-Krueger,Healthcare,Canada,2023-04-09,BlackCat,RDP Exploit,2387068,Paid,Yes,49,3983819,3339752,13.72
RA-102286,Jones-Owen,Technology,United States,2024-06-29,Clop,Credential Theft,950539,Not Paid,No,23,1619112,2035646,6.02
RA-102287,"Rivera, Rich and Knapp",Retail,South Africa,2021-09-30,Clop,RDP Exploit,2929946,Paid,Yes,17,1399812,3022823,6.88
RA-102288,Robertson-Richards,Healthcare,Canada,2025-01-23,REvil,Phishing Email,2992178,Paid,Yes,29,3874171,3283092,11.22
RA-102289,Martin-Smith,Retail,South Africa,2024-12-19,Akira,RDP Exploit,4155246,Not Paid,No,45,4962508,5924474,15.87
RA-102290,Cook Ltd,Finance,United States,2023-01-31,Akira,Zero-Day Exploit,2019927,Negotiated,Yes,54,4620866,3378912,14.74
RA-102291,Sanchez-Johnson,Energy,United States,2024-07-23,Akira,Drive-by Download,1216674,Unknown,Yes,10,2324145,2367495,5.04
RA-102292,Stevenson Group,Government,United Kingdom,2025-03-05,Clop,Malicious Attachment,3274666,Paid,No,17,4817981,4137942,10.64
RA-102293,"Gibbs, Holmes and Kelly",Retail,United States,2025-09-21,REvil,Drive-by Download,2509396,Not Paid,Yes,51,1209343,2908464,11.37
RA-102294,Gutierrez LLC,Hospitality,United States,2023-05-09,LockBit,RDP Exploit,841166,Negotiated,No,7,4476004,2588524,6.37
RA-102295,Becker Inc,Healthcare,Brazil,2023-12-13,LockBit,RDP Exploit,3625700,Unknown,No,7,3200207,4086823,7.88
RA-102296,Duncan-Marsh,Healthcare,United States,2024-11-23,Akira,Malicious Attachment,1429681,Not Paid,No,4,1270524,3073437,3.3
RA-102297,Lambert-Taylor,Hospitality,Australia,2026-01-04,Conti,Zero-Day Exploit,3478760,Paid,Yes,47,1137108,3635725,11.67
RA-102298,Ross-Jenkins,Healthcare,South Africa,2022-11-26,DarkSide,RDP Exploit,3904413,Not Paid,No,31,2625637,3977380,11.18
RA-102299,"Dawson, Potter and Fuller",Energy,Germany,2025-06-23,Akira,Zero-Day Exploit,4728506,Paid,Yes,1,218177,6413144,5.1
RA-102300,Ramirez-Campbell,Education,South Africa,2025-03-22,BlackCat,RDP Exploit,295306,Unknown,Yes,42,3787313,665313,10.38
RA-102301,"Hampton, Lopez and Lucas",Technology,Brazil,2025-03-03,Clop,RDP Exploit,4277453,Paid,Yes,31,634031,5661267,9.56
RA-102302,Manning LLC,Technology,South Africa,2025-07-06,DarkSide,Phishing Email,2134748,Not Paid,Yes,21,2343270,3703941,7.63
RA-102303,Dixon Ltd,Government,India,2023-08-29,LockBit,RDP Exploit,57753,Not Paid,No,30,2154590,710306,6.71
RA-102304,Hogan-Harris,Finance,India,2022-08-24,LockBit,RDP Exploit,1110154,Negotiated,Yes,12,3024578,1422615,5.93
RA-102305,Hanson Ltd,Healthcare,Japan,2022-03-16,REvil,Malicious Attachment,4935095,Unknown,No,18,690332,5242714,8.33
RA-102306,Chavez-Gilbert,Education,India,2025-12-15,Maze,Malicious Attachment,1517420,Paid,Yes,25,189715,1964139,5.46
RA-102307,Davis-Campbell,Energy,Japan,2026-03-06,REvil,Drive-by Download,1100132,Paid,Yes,31,3430833,1275603,9.18
RA-102308,Esparza Ltd,Transportation,Australia,2022-07-08,BlackCat,Zero-Day Exploit,2898620,Paid,Yes,53,3012367,4134082,13.86
RA-102309,"Armstrong, Rodriguez and Miller",Transportation,Japan,2021-08-05,BlackCat,RDP Exploit,896714,Unknown,No,37,926538,1577108,7.37
RA-102310,"Young, Sharp and Harris",Technology,Canada,2025-04-01,DarkSide,Credential Theft,2400247,Unknown,No,47,4495224,4266008,13.95
RA-102311,Martin-Hall,Healthcare,France,2021-09-17,Hive,Malicious Attachment,1799272,Negotiated,No,30,3182479,1932558,9.48
RA-102312,Morgan Inc,Transportation,South Africa,2022-06-15,Akira,Phishing Email,203269,Paid,No,33,1935530,1132496,7.09
RA-102313,"Jimenez, Rowland and Anderson",Retail,United States,2022-08-21,LockBit,Zero-Day Exploit,4763469,Not Paid,No,9,719456,5690308,6.83
RA-102314,Bailey-Newman,Manufacturing,Germany,2024-05-30,REvil,Credential Theft,1077546,Negotiated,No,54,1655847,2734697,10.83
RA-102315,Castillo-Bowers,Finance,Germany,2022-07-08,Akira,Credential Theft,3771882,Unknown,No,3,4229381,4112645,8.45
RA-102316,Boone-Smith,Healthcare,United Kingdom,2022-07-16,BlackCat,RDP Exploit,3626307,Not Paid,No,12,1241900,5134545,6.67
RA-102317,"Hutchinson, Simon and Crawford",Manufacturing,United States,2024-11-06,Conti,RDP Exploit,1249738,Paid,Yes,56,122110,2013201,9.77
RA-102318,"Drake, Mcconnell and Lewis",Government,Canada,2021-02-12,Ryuk,Zero-Day Exploit,157452,Not Paid,Yes,36,4353763,957875,9.91
RA-102319,"Williams, Johnson and Smith",Hospitality,Japan,2024-06-07,BlackCat,Phishing Email,45510,Negotiated,Yes,1,4329946,1148319,4.53
RA-102320,Marshall-Weaver,Finance,India,2023-04-12,Akira,Drive-by Download,27230,Not Paid,Yes,2,4862515,1832127,5.19
RA-102321,Jones Group,Hospitality,France,2021-10-12,Akira,Drive-by Download,4152932,Unknown,Yes,13,3831565,5719363,9.93
RA-102322,"Miller, Gentry and Jenkins",Transportation,South Africa,2023-03-07,Hive,Zero-Day Exploit,79712,Unknown,No,35,2825705,719280,8.16
RA-102323,Turner and Sons,Hospitality,Japan,2023-03-07,Hive,Malicious Attachment,2059737,Not Paid,Yes,3,425085,2118092,2.93
RA-102324,Diaz Inc,Government,Brazil,2023-06-09,BlackCat,Phishing Email,1001069,Paid,No,57,811958,2527336,10.36
RA-102325,Bradley Group,Retail,Australia,2021-07-09,Hive,RDP Exploit,4663160,Negotiated,Yes,42,3098684,6129218,14.06
RA-102326,Meza Group,Healthcare,South Africa,2021-02-07,Maze,RDP Exploit,1591391,Negotiated,Yes,41,2179244,3289430,9.92
RA-102327,Schaefer Group,Manufacturing,India,2022-07-23,Akira,Credential Theft,3468429,Negotiated,No,27,251517,4414760,7.77
RA-102328,Williams LLC,Energy,United Kingdom,2024-04-06,LockBit,Phishing Email,2297927,Paid,Yes,56,3392637,3213775,14.09
RA-102329,Martinez Inc,Transportation,South Africa,2022-07-01,Hive,RDP Exploit,139485,Not Paid,Yes,52,1168458,1630787,9.11
RA-102330,"Turner, Ray and Mathis",Education,India,2023-11-18,Clop,Phishing Email,3752512,Negotiated,Yes,39,2424289,3764878,12.03
RA-102331,Frost Inc,Education,Brazil,2023-10-15,Conti,Malicious Attachment,2203485,Not Paid,No,45,2724398,4111060,11.68
RA-102332,"Ruiz, Murphy and Warner",Energy,United States,2022-10-01,LockBit,Malicious Attachment,1345243,Paid,Yes,60,1864629,2077587,12.21
RA-102333,Cochran PLC,Transportation,Australia,2024-06-23,BlackCat,Credential Theft,799411,Paid,No,50,4697835,1101941,13.0
RA-102334,"Garcia, Jenkins and Roman",Hospitality,United States,2021-05-23,REvil,Drive-by Download,1487178,Unknown,Yes,51,2746228,2222691,11.88
RA-102335,"Garcia, Wilson and Williams",Education,Germany,2025-12-15,LockBit,Malicious Attachment,270978,Unknown,No,4,3897852,1542656,4.77
RA-102336,Serrano-Gonzalez,Government,France,2021-02-18,Clop,Zero-Day Exploit,456157,Paid,Yes,6,1072053,1643828,2.43
RA-102337,"Charles, Shaw and Henderson",Technology,South Africa,2021-07-03,Maze,Phishing Email,1479558,Not Paid,Yes,13,1066730,2680317,4.5
RA-102338,Woods-Jenkins,Energy,India,2024-09-03,Ryuk,Malicious Attachment,2223719,Not Paid,No,35,3139631,2257895,10.61
RA-102339,Gonzalez LLC,Retail,United Kingdom,2022-10-02,Clop,Zero-Day Exploit,3208069,Unknown,Yes,47,386005,5053746,10.64
RA-102340,Woods PLC,Hospitality,South Africa,2025-10-12,Maze,RDP Exploit,2520288,Paid,No,25,211100,2754832,6.48
RA-102341,Cox-Lee,Education,Canada,2023-10-20,Conti,Malicious Attachment,1724310,Unknown,Yes,47,2593250,2765727,11.37
RA-102342,Cervantes-Stanley,Manufacturing,South Africa,2023-10-03,Clop,Zero-Day Exploit,3442922,Not Paid,No,35,1418420,3795139,10.11
RA-102343,"Fischer, Martin and Reid",Technology,India,2023-07-17,Maze,Drive-by Download,36820,Unknown,Yes,33,3288305,1823745,8.28
RA-102344,Bowen-Medina,Hospitality,Brazil,2025-10-19,Ryuk,Credential Theft,1095703,Unknown,No,18,642570,3048919,4.44
RA-102345,"Martin, Kelly and Robertson",Finance,United Kingdom,2025-06-07,Akira,Phishing Email,2466652,Not Paid,No,31,3918263,4217014,11.03
RA-102346,Curtis Ltd,Transportation,Canada,2021-01-31,Hive,Credential Theft,311179,Unknown,No,27,913225,2012063,5.27
RA-102347,Brown Ltd,Retail,Germany,2021-10-26,REvil,Phishing Email,1058223,Negotiated,No,16,2627470,2880360,6.09
RA-102348,"Martinez, Noble and Vaughn",Finance,United Kingdom,2025-12-05,BlackCat,Malicious Attachment,3179280,Unknown,No,36,1278191,5176277,9.86
RA-102349,Snow Group,Hospitality,United Kingdom,2024-05-23,LockBit,Zero-Day Exploit,2993696,Negotiated,No,11,2994138,3542198,7.64
RA-102350,Martinez Group,Hospitality,Brazil,2024-08-09,Conti,Credential Theft,742706,Paid,Yes,50,1037978,964676,9.28
RA-102351,Morgan-Farrell,Retail,Germany,2023-08-08,Maze,Drive-by Download,2094414,Negotiated,Yes,1,3599102,2594102,5.84
RA-102352,Miller PLC,Hospitality,India,2025-01-22,Hive,Phishing Email,548354,Unknown,No,34,4335476,1139742,9.98
RA-102353,"Ramos, Simpson and Cox",Finance,United States,2022-06-16,Clop,Phishing Email,158398,Not Paid,No,23,825032,1880845,4.43
RA-102354,"Robertson, Bishop and Stanley",Education,Germany,2022-09-29,LockBit,Phishing Email,1649782,Unknown,Yes,43,2340235,1832297,10.44
RA-102355,Johnson-Stafford,Government,Brazil,2022-09-29,Clop,Phishing Email,4433283,Unknown,Yes,28,35259,6170907,8.67
RA-102356,"Moore, Garcia and Ramos",Government,South Africa,2021-04-30,Akira,Zero-Day Exploit,1704831,Paid,Yes,11,524236,3180462,3.88
RA-102357,Walker-Anderson,Retail,Brazil,2021-07-03,BlackCat,RDP Exploit,2320444,Paid,No,3,110882,2770545,2.88
RA-102358,"Jones, Powers and Young",Transportation,India,2025-03-11,LockBit,Drive-by Download,834645,Paid,No,38,3914516,2442522,10.45
RA-102359,Thomas Inc,Hospitality,United States,2025-12-16,Hive,Malicious Attachment,1310167,Paid,No,49,2976198,2754079,11.64
RA-102360,"Santos, Hall and Welch",Manufacturing,United States,2025-09-28,BlackCat,Phishing Email,3919622,Not Paid,No,53,4394753,4618865,16.26
RA-102361,Turner-Stanley,Finance,United States,2022-11-29,DarkSide,RDP Exploit,1879492,Unknown,Yes,22,4446977,2236882,9.63
RA-102362,King-Murphy,Healthcare,Germany,2023-08-24,DarkSide,Phishing Email,1159287,Unknown,Yes,50,3925817,2424944,12.59
RA-102363,Dodson-Vincent,Hospitality,Brazil,2023-05-24,Clop,RDP Exploit,235605,Not Paid,No,36,4294947,478531,9.93
RA-102364,Brooks LLC,Government,Brazil,2022-05-30,Maze,RDP Exploit,4040941,Paid,No,32,1011887,5173911,9.85
RA-102365,"Walls, Mathews and Fitzgerald",Healthcare,United Kingdom,2025-12-04,REvil,Credential Theft,3521716,Paid,No,36,889647,5418461,9.81
RA-102366,Becker LLC,Healthcare,United Kingdom,2025-05-26,REvil,Drive-by Download,2956934,Negotiated,Yes,30,4198609,3032947,11.66
RA-102367,Galloway Ltd,Education,South Africa,2025-06-24,Ryuk,Credential Theft,1137071,Paid,No,14,3315792,1537608,6.55
RA-102368,Reyes and Sons,Energy,Canada,2024-05-18,Ryuk,Drive-by Download,3213027,Unknown,Yes,36,2956342,4999138,11.57
RA-102369,Williams Group,Technology,Japan,2023-03-08,BlackCat,RDP Exploit,3716824,Negotiated,Yes,44,2990700,3865850,13.31
RA-102370,Wilson-Griffith,Technology,Canada,2021-07-03,Clop,Zero-Day Exploit,2704907,Paid,Yes,4,968481,4473850,4.27
RA-102371,Gonzalez-Arellano,Healthcare,France,2023-09-11,REvil,RDP Exploit,85918,Negotiated,Yes,14,1657898,859236,3.84
RA-102372,Sullivan LLC,Government,Japan,2024-12-10,Clop,Malicious Attachment,948770,Negotiated,Yes,40,4514795,2774279,11.46
RA-102373,"Snyder, Fisher and Martin",Finance,India,2022-03-28,Akira,Phishing Email,202846,Paid,No,1,2528659,2127283,2.88
RA-102374,"Mejia, Moore and Miller",Manufacturing,South Africa,2025-10-24,Ryuk,Zero-Day Exploit,1922913,Negotiated,No,3,1236246,2144586,3.61
RA-102375,Rodriguez-Ross,Hospitality,Australia,2024-12-01,Conti,Malicious Attachment,2444421,Paid,Yes,26,2055879,2939048,8.4
RA-102376,Guerra LLC,Retail,Brazil,2021-01-07,Ryuk,Malicious Attachment,2738441,Not Paid,No,2,994079,4594908,4.03
RA-102377,Lee PLC,Finance,Australia,2023-11-02,DarkSide,RDP Exploit,4914078,Negotiated,No,51,3560949,6718239,16.13
RA-102378,Crosby Group,Finance,Brazil,2025-03-05,DarkSide,Malicious Attachment,937537,Paid,Yes,9,4580352,2563242,6.87
RA-102379,Lee LLC,Transportation,South Africa,2022-04-25,Maze,Malicious Attachment,4973365,Negotiated,Yes,24,4721101,6027223,13.29
RA-102380,Wheeler-Mills,Government,India,2023-02-10,LockBit,RDP Exploit,387641,Negotiated,No,49,3874460,734813,11.61
RA-102381,May Group,Energy,Brazil,2023-06-11,Clop,Phishing Email,3107205,Negotiated,Yes,50,2350450,4003988,12.96
RA-102382,Brown-Jackson,Healthcare,France,2023-06-24,DarkSide,Phishing Email,858504,Negotiated,No,2,3864669,1295430,5.02
RA-102383,Henderson-Miles,Government,Brazil,2025-07-08,LockBit,RDP Exploit,2216022,Paid,No,49,4032372,3340781,13.6
RA-102384,Hunter Ltd,Education,Brazil,2022-10-14,REvil,Phishing Email,2579427,Negotiated,No,15,4446702,2622867,9.28
RA-102385,Martinez-Vasquez,Healthcare,United Kingdom,2024-12-16,Akira,RDP Exploit,3855528,Negotiated,No,43,1519007,4669413,11.82
RA-102386,Cruz Group,Education,Brazil,2025-04-28,Clop,Credential Theft,3313695,Negotiated,Yes,44,4429933,4168483,14.34
RA-102387,"White, Charles and Spencer",Healthcare,Brazil,2023-07-08,Ryuk,Drive-by Download,3499857,Not Paid,Yes,28,2102886,3795293,9.8
RA-102388,Lambert-Flowers,Manufacturing,Germany,2023-09-07,Hive,Zero-Day Exploit,572051,Unknown,No,56,1732575,2559831,10.7
RA-102389,Perez-Jones,Transportation,India,2024-11-17,Hive,Zero-Day Exploit,1165674,Paid,No,23,1051866,1632618,5.67
RA-102390,"Hayes, Stokes and Kaiser",Transportation,India,2026-01-09,Akira,Drive-by Download,258416,Not Paid,Yes,52,2208369,1352669,10.27
RA-102391,Gordon Ltd,Government,Canada,2021-04-28,LockBit,Malicious Attachment,2811902,Paid,Yes,50,3108216,4452271,13.42
RA-102392,Clark LLC,Finance,Australia,2023-08-30,Akira,Zero-Day Exploit,1682845,Unknown,No,37,3507545,3249358,10.74
RA-102393,Lindsey-Bautista,Manufacturing,India,2025-05-10,DarkSide,Phishing Email,79109,Unknown,No,21,1609471,1518971,4.84
RA-102394,Chavez and Sons,Technology,South Africa,2023-10-21,Akira,Drive-by Download,2848745,Paid,Yes,23,2136603,3191741,8.44
RA-102395,"Ramirez, Powell and Wyatt",Education,Brazil,2025-08-30,Conti,Zero-Day Exploit,4425534,Not Paid,No,17,1234589,6207791,8.21
RA-102396,Ramirez-Hicks,Education,United Kingdom,2025-02-01,Clop,Zero-Day Exploit,1735083,Paid,Yes,12,500365,3226021,4.04
RA-102397,Cook-Clark,Manufacturing,Brazil,2025-04-09,Ryuk,Credential Theft,634240,Paid,No,54,3899028,2385153,12.63
RA-102398,"Ramos, Rodriguez and Gardner",Retail,United Kingdom,2021-08-07,Akira,Credential Theft,3552830,Negotiated,Yes,11,479980,5197429,5.68
RA-102399,Rogers-Wilcox,Hospitality,France,2022-08-15,Conti,Phishing Email,2254865,Negotiated,Yes,54,4634698,3112425,14.99
RA-102400,Hardy Group,Hospitality,United Kingdom,2021-08-01,Clop,Phishing Email,3568742,Not Paid,No,38,66064,4013545,9.33
RA-102401,Dawson Group,Retail,United Kingdom,2024-03-10,Ryuk,Malicious Attachment,4615320,Unknown,Yes,1,802515,6492799,5.57
